2026-02-15 02:47:45,928 DEBUG: Attempting to send verification email to hamzi207@gmail.com
2026-02-15 03:02:33,632 Calling on_header_value with data[176:202]
2026-02-15 03:02:33,632 Calling on_header_end with no data
2026-02-15 03:02:33,632 Calling on_headers_finished with no data
2026-02-15 03:02:33,632 Calling on_part_data with data[206:216]
2026-02-15 03:02:33,633 Calling on_part_end with no data
2026-02-15 03:02:33,633 Calling on_end with no data
2026-02-15 03:03:03,898 DEBUG: Attempting to send verification email to hamzi207@gmail.com
2026-02-15 03:03:04,103 DEBUG: Initializing EmailService. Key present: True
2026-02-15 03:03:04,103 DEBUG: Key value (first 4): re_c
2026-02-15 03:03:04,103 \u2705 Email service initialized (Resend)
2026-02-15 03:03:04,107 Starting new HTTPS connection (1): api.resend.com:443
2026-02-15 03:03:05,085 https://api.resend.com:443 "POST /emails HTTP/1.1" 200 None
2026-02-15 03:03:05,087 \u2705 Verification email sent to hamzi207@gmail.com (ID: 08077330-49b7-44ff-a154-ec54c9025127)
2026-02-15 03:03:05,087 DEBUG: Email sent result: True
2026-02-15 03:06:05,399 --- BACKEND STARTING ---
2026-02-15 03:06:06,081 DEBUG: Loading auth.py module
2026-02-15 03:06:34,735 --- BACKEND STARTING ---
2026-02-15 03:06:35,196 DEBUG: Loading auth.py module
2026-02-15 03:07:06,460 DEBUG: Attempting to send verification email to hamzi207@gmail.com
2026-02-15 03:07:06,600 DEBUG: Initializing EmailService. Key present: True
2026-02-15 03:07:06,601 DEBUG: Key value (first 4): re_c
2026-02-15 03:07:06,601 \u2705 Email service initialized (Resend)
2026-02-15 03:07:06,603 Starting new HTTPS connection (1): api.resend.com:443
2026-02-15 03:07:07,287 https://api.resend.com:443 "POST /emails HTTP/1.1" 200 None
2026-02-15 03:07:07,289 \u2705 Verification email sent to hamzi207@gmail.com (ID: 959fafe2-89f4-4c15-b47c-6cf16fc688f0)
2026-02-15 03:07:07,289 DEBUG: Email sent result: True
2026-02-15 03:10:35,586 --- BACKEND STARTING ---
2026-02-15 03:10:36,118 DEBUG: Loading auth.py module
2026-02-15 03:10:45,545 --- BACKEND STARTING ---
2026-02-15 03:10:45,955 DEBUG: Loading auth.py module
2026-02-15 03:10:47,640 --- BACKEND STARTING ---
2026-02-15 03:10:48,052 DEBUG: Loading auth.py module
2026-02-15 03:11:05,741 --- BACKEND STARTING ---
2026-02-15 03:11:06,135 DEBUG: Loading auth.py module
2026-02-15 03:11:12,437 --- BACKEND STARTING ---
2026-02-15 03:11:12,787 DEBUG: Loading auth.py module
2026-02-15 03:11:57,125 Calling on_part_begin with no data
2026-02-15 03:11:57,125 Calling on_header_field with data[42:61]
2026-02-15 03:11:57,125 Calling on_header_value with data[63:89]
2026-02-15 03:11:57,125 Calling on_header_end with no data
2026-02-15 03:11:57,125 Calling on_headers_finished with no data
2026-02-15 03:11:57,126 Calling on_part_data with data[93:111]
2026-02-15 03:11:57,126 Calling on_part_end with no data
2026-02-15 03:11:57,126 Calling on_part_begin with no data
2026-02-15 03:11:57,126 Calling on_header_field with data[155:174]
2026-02-15 03:11:57,126 Calling on_header_value with data[176:202]
2026-02-15 03:11:57,126 Calling on_header_end with no data
2026-02-15 03:11:57,126 Calling on_headers_finished with no data
2026-02-15 03:11:57,126 Calling on_part_data with data[206:216]
2026-02-15 03:11:57,126 Calling on_part_end with no data
2026-02-15 03:11:57,126 Calling on_end with no data
2026-02-15 03:12:01,995 DEBUG: Attempting to send verification email to hamzi207@gmail.com
2026-02-15 03:12:02,176 DEBUG: Initializing EmailService. Key present: True
2026-02-15 03:12:02,177 DEBUG: Key value (first 4): re_c
2026-02-15 03:12:02,177 \u2705 Email service initialized (Resend)
2026-02-15 03:12:02,180 Starting new HTTPS connection (1): api.resend.com:443
2026-02-15 03:12:03,076 https://api.resend.com:443 "POST /emails HTTP/1.1" 200 None
2026-02-15 03:12:03,079 \u2705 Verification email sent to hamzi207@gmail.com (ID: 9d952cbc-7aba-4fc7-85db-95583639957a)
2026-02-15 03:12:03,079 DEBUG: Email sent result: True
2026-02-15 03:16:08,098 --- BACKEND STARTING ---
2026-02-15 03:16:08,639 DEBUG: Loading auth.py module
2026-02-15 03:16:15,093 --- BACKEND STARTING ---
2026-02-15 03:16:15,815 DEBUG: Loading auth.py module
2026-02-15 03:17:04,871 DEBUG: Attempting to send verification email to hamzi207@gmail.com
2026-02-15 03:17:05,183 DEBUG: Initializing EmailService. Key present: True
2026-02-15 03:17:05,184 DEBUG: Key value (first 4): re_c
2026-02-15 03:17:05,184 \u2705 Email service initialized (Resend)
2026-02-15 03:17:05,188 Starting new HTTPS connection (1): api.resend.com:443
2026-02-15 03:17:06,615 https://api.resend.com:443 "POST /emails HTTP/1.1" 200 None
2026-02-15 03:17:06,617 \u2705 Verification email sent to hamzi207@gmail.com (ID: 328e6c79-623e-4a56-a654-f3f6b61e675b)
2026-02-15 03:17:06,617 DEBUG: Email sent result: True
2026-02-15 03:18:36,127 --- BACKEND STARTING ---
2026-02-15 03:18:36,679 DEBUG: Loading auth.py module
2026-02-15 03:18:41,427 --- BACKEND STARTING ---
2026-02-15 03:18:41,864 DEBUG: Loading auth.py module
2026-02-15 03:19:14,332 DEBUG: Attempting to send verification email to hamzi207@gmail.com
2026-02-15 03:19:14,453 DEBUG: Initializing EmailService. Key present: True
2026-02-15 03:19:14,453 DEBUG: Key value (first 4): re_c
2026-02-15 03:19:14,453 \u2705 Email service initialized (Resend)
2026-02-15 03:19:14,455 Starting new HTTPS connection (1): api.resend.com:443
2026-02-15 03:19:15,330 https://api.resend.com:443 "POST /emails HTTP/1.1" 200 None
2026-02-15 03:19:15,332 \u2705 Verification email sent to hamzi207@gmail.com (ID: 9287bdf5-77b5-4b37-a9e4-105a55b622b6)
2026-02-15 03:19:15,332 DEBUG: Email sent result: True
2026-02-15 03:22:08,938 --- BACKEND STARTING ---
2026-02-15 03:22:09,421 DEBUG: Loading auth.py module
2026-02-15 03:22:17,368 --- BACKEND STARTING ---
2026-02-15 03:22:19,039 DEBUG: Loading auth.py module
2026-02-15 03:22:35,841 DEBUG: Attempting to send verification email to hamzi207@gmail.com
2026-02-15 03:22:36,040 DEBUG: Initializing EmailService. Key present: True
2026-02-15 03:22:36,040 DEBUG: Key value (first 4): re_c
2026-02-15 03:22:36,040 \u2705 Email service initialized (Resend)
2026-02-15 03:22:36,044 Starting new HTTPS connection (1): api.resend.com:443
2026-02-15 03:22:37,372 https://api.resend.com:443 "POST /emails HTTP/1.1" 200 None
2026-02-15 03:22:37,374 \u2705 Verification email sent to hamzi207@gmail.com (ID: 691595de-9ad3-4284-a4df-bc3090d36efb)
2026-02-15 03:22:37,374 DEBUG: Email sent result: True
2026-02-15 03:24:45,008 --- BACKEND STARTING ---
2026-02-15 03:24:45,576 DEBUG: Loading auth.py module
2026-02-15 03:24:49,491 --- BACKEND STARTING ---
2026-02-15 03:24:49,942 DEBUG: Loading auth.py module
2026-02-15 03:26:13,118 --- BACKEND STARTING ---
2026-02-15 03:26:13,545 DEBUG: Loading auth.py module
2026-02-15 03:26:17,921 --- BACKEND STARTING ---
2026-02-15 03:26:18,345 DEBUG: Loading auth.py module
2026-02-15 03:32:01,476 --- BACKEND STARTING ---
2026-02-15 03:32:01,913 DEBUG: Loading auth.py module
2026-02-15 03:35:42,611 Calling on_part_begin with no data
2026-02-15 03:35:42,615 Calling on_header_field with data[42:61]
2026-02-15 03:35:42,615 Calling on_header_value with data[63:89]
2026-02-15 03:35:42,615 Calling on_header_end with no data
2026-02-15 03:35:42,616 Calling on_headers_finished with no data
2026-02-15 03:35:42,616 Calling on_part_data with data[93:111]
2026-02-15 03:35:42,616 Calling on_part_end with no data
2026-02-15 03:35:42,616 Calling on_part_begin with no data
2026-02-15 03:35:42,616 Calling on_header_field with data[155:174]
2026-02-15 03:35:42,616 Calling on_header_value with data[176:202]
2026-02-15 03:35:42,616 Calling on_header_end with no data
2026-02-15 03:35:42,616 Calling on_headers_finished with no data
2026-02-15 03:35:42,616 Calling on_part_data with data[206:216]
2026-02-15 03:35:42,616 Calling on_part_end with no data
2026-02-15 03:35:42,616 Calling on_end with no data
2026-02-15 03:39:55,062 Calling on_part_begin with no data
2026-02-15 03:39:55,062 Calling on_header_field with data[42:61]
2026-02-15 03:39:55,062 Calling on_header_value with data[63:118]
2026-02-15 03:39:55,062 Calling on_header_end with no data
2026-02-15 03:39:55,062 Calling on_header_field with data[120:132]
2026-02-15 03:39:55,062 Calling on_header_value with data[134:142]
2026-02-15 03:39:55,062 Calling on_header_end with no data
2026-02-15 03:39:55,062 Calling on_headers_finished with no data
2026-02-15 03:39:55,063 Calling on_part_data with data[146:2388]
2026-02-15 03:39:55,064 Calling on_part_end with no data
2026-02-15 03:39:55,064 Calling on_end with no data
2026-02-15 03:40:33,298 Calling on_part_begin with no data
2026-02-15 03:40:33,299 Calling on_header_field with data[42:61]
2026-02-15 03:40:33,299 Calling on_header_value with data[63:89]
2026-02-15 03:40:33,299 Calling on_header_end with no data
2026-02-15 03:40:33,299 Calling on_headers_finished with no data
2026-02-15 03:40:33,299 Calling on_part_data with data[93:111]
2026-02-15 03:40:33,299 Calling on_part_end with no data
2026-02-15 03:40:33,299 Calling on_part_begin with no data
2026-02-15 03:40:33,299 Calling on_header_field with data[155:174]
2026-02-15 03:40:33,299 Calling on_header_value with data[176:202]
2026-02-15 03:40:33,299 Calling on_header_end with no data
2026-02-15 03:40:33,299 Calling on_headers_finished with no data
2026-02-15 03:40:33,299 Calling on_part_data with data[206:216]
2026-02-15 03:40:33,299 Calling on_part_end with no data
2026-02-15 03:40:33,299 Calling on_end with no data
2026-02-15 03:42:17,303 Calling on_field_start with no data
2026-02-15 03:42:17,304 Calling on_field_name with data[0:8]
2026-02-15 03:42:17,304 Calling on_field_data with data[9:32]
2026-02-15 03:42:17,304 Calling on_field_end with no data
2026-02-15 03:42:17,304 Calling on_field_start with no data
2026-02-15 03:42:17,304 Calling on_field_name with data[33:41]
2026-02-15 03:42:17,304 Calling on_field_data with data[42:53]
2026-02-15 03:42:17,304 Calling on_field_end with no data
2026-02-15 03:42:17,304 Calling on_end with no data
2026-02-15 03:42:37,838 DEBUG: Attempting to send verification email to debug_1771123355@test.com
2026-02-15 03:42:38,022 DEBUG: Initializing EmailService. Key present: True
2026-02-15 03:42:38,022 DEBUG: Key value (first 4): re_c
2026-02-15 03:42:38,023 \u2705 Email service initialized (Resend)
2026-02-15 03:42:38,025 Starting new HTTPS connection (1): api.resend.com:443
2026-02-15 03:42:39,293 https://api.resend.com:443 "POST /emails HTTP/1.1" 403 None
2026-02-15 03:42:39,297 \u274c Failed to send verification email to debug_1771123355@test.com: You can only send testing emails to your own email address (hamzi207@gmail.com). To send emails to other recipients, please verify a domain at resend.com/domains, and change the `from` address to an email using this domain.
2026-02-15 03:42:39,302 Traceback (most recent call last):
  File "D:\SpicedProjects\Projects\productlogik\backend\services\email_service.py", line 562, in send_verification_email
    response = resend.Emails.send(params)
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\emails\_emails.py", line 277, in send
    ).perform_with_content()
      ~~~~~~~~~~~~~~~~~~~~^^
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\request.py", line 44, in perform_with_content
    resp = self.perform()
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\request.py", line 35, in perform
    raise_for_code_and_type(
    ~~~~~~~~~~~~~~~~~~~~~~~^
        code=data.get("statusCode") or 500,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        message=data.get("message", "Unknown error"),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        error_type=data.get("name", "InternalServerError"),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\exceptions.py", line 247, in raise_for_code_and_type
    raise ResendError(
        code=code, message=message, error_type=error_type, suggested_action=""
    )
resend.exceptions.ResendError: You can only send testing emails to your own email address (hamzi207@gmail.com). To send emails to other recipients, please verify a domain at resend.com/domains, and change the `from` address to an email using this domain.

2026-02-15 03:42:39,303 DEBUG: Email sent result: False
2026-02-15 03:44:04,128 --- BACKEND STARTING ---
2026-02-15 03:44:04,519 DEBUG: Loading auth.py module
2026-02-15 03:44:15,538 DEBUG: Attempting to send verification email to debug_1771123453@test.com
2026-02-15 03:44:15,650 DEBUG: Initializing EmailService. Key present: True
2026-02-15 03:44:15,650 DEBUG: Key value (first 4): re_c
2026-02-15 03:44:15,650 \u2705 Email service initialized (Resend)
2026-02-15 03:44:15,652 Starting new HTTPS connection (1): api.resend.com:443
2026-02-15 03:44:16,876 https://api.resend.com:443 "POST /emails HTTP/1.1" 403 None
2026-02-15 03:44:16,879 \u274c Failed to send verification email to debug_1771123453@test.com: You can only send testing emails to your own email address (hamzi207@gmail.com). To send emails to other recipients, please verify a domain at resend.com/domains, and change the `from` address to an email using this domain.
2026-02-15 03:44:16,883 Traceback (most recent call last):
  File "D:\SpicedProjects\Projects\productlogik\backend\services\email_service.py", line 562, in send_verification_email
    response = resend.Emails.send(params)
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\emails\_emails.py", line 277, in send
    ).perform_with_content()
      ~~~~~~~~~~~~~~~~~~~~^^
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\request.py", line 44, in perform_with_content
    resp = self.perform()
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\request.py", line 35, in perform
    raise_for_code_and_type(
    ~~~~~~~~~~~~~~~~~~~~~~~^
        code=data.get("statusCode") or 500,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        message=data.get("message", "Unknown error"),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        error_type=data.get("name", "InternalServerError"),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\exceptions.py", line 247, in raise_for_code_and_type
    raise ResendError(
        code=code, message=message, error_type=error_type, suggested_action=""
    )
resend.exceptions.ResendError: You can only send testing emails to your own email address (hamzi207@gmail.com). To send emails to other recipients, please verify a domain at resend.com/domains, and change the `from` address to an email using this domain.

2026-02-15 03:44:16,883 DEBUG: Email sent result: False
2026-02-15 03:44:40,619 --- BACKEND STARTING ---
2026-02-15 03:44:41,053 DEBUG: Loading auth.py module
2026-02-15 03:44:50,572 DEBUG: Attempting to send verification email to debug_1771123488@test.com
2026-02-15 03:44:50,687 DEBUG: Initializing EmailService. Key present: True
2026-02-15 03:44:50,688 DEBUG: Key value (first 4): re_c
2026-02-15 03:44:50,688 \u2705 Email service initialized (Resend)
2026-02-15 03:44:50,690 Starting new HTTPS connection (1): api.resend.com:443
2026-02-15 03:44:51,729 https://api.resend.com:443 "POST /emails HTTP/1.1" 403 None
2026-02-15 03:44:51,732 \u274c Failed to send verification email to debug_1771123488@test.com: You can only send testing emails to your own email address (hamzi207@gmail.com). To send emails to other recipients, please verify a domain at resend.com/domains, and change the `from` address to an email using this domain.
2026-02-15 03:44:51,736 Traceback (most recent call last):
  File "D:\SpicedProjects\Projects\productlogik\backend\services\email_service.py", line 562, in send_verification_email
    response = resend.Emails.send(params)
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\emails\_emails.py", line 277, in send
    ).perform_with_content()
      ~~~~~~~~~~~~~~~~~~~~^^
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\request.py", line 44, in perform_with_content
    resp = self.perform()
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\request.py", line 35, in perform
    raise_for_code_and_type(
    ~~~~~~~~~~~~~~~~~~~~~~~^
        code=data.get("statusCode") or 500,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        message=data.get("message", "Unknown error"),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        error_type=data.get("name", "InternalServerError"),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\exceptions.py", line 247, in raise_for_code_and_type
    raise ResendError(
        code=code, message=message, error_type=error_type, suggested_action=""
    )
resend.exceptions.ResendError: You can only send testing emails to your own email address (hamzi207@gmail.com). To send emails to other recipients, please verify a domain at resend.com/domains, and change the `from` address to an email using this domain.

2026-02-15 03:44:51,736 DEBUG: Email sent result: False
2026-02-15 03:44:51,736 \u26a0\ufe0f Email failed to send, but creating user anyway for debugging
2026-02-15 03:44:53,932 Calling on_field_start with no data
2026-02-15 03:44:53,932 Calling on_field_name with data[0:8]
2026-02-15 03:44:53,932 Calling on_field_data with data[9:36]
2026-02-15 03:44:53,932 Calling on_field_end with no data
2026-02-15 03:44:53,932 Calling on_field_start with no data
2026-02-15 03:44:53,932 Calling on_field_name with data[37:45]
2026-02-15 03:44:53,932 Calling on_field_data with data[46:57]
2026-02-15 03:44:53,932 Calling on_field_end with no data
2026-02-15 03:44:53,932 Calling on_end with no data
2026-02-15 03:45:11,506 --- BACKEND STARTING ---
2026-02-15 03:45:12,004 DEBUG: Loading auth.py module
2026-02-15 03:46:00,186 --- BACKEND STARTING ---
2026-02-15 03:46:00,524 DEBUG: Loading auth.py module
2026-02-15 03:47:28,819 --- BACKEND STARTING ---
2026-02-15 03:47:29,179 DEBUG: Loading auth.py module
2026-02-15 03:48:44,341 DEBUG: Attempting to send verification email to cors_debug_1771123719@test.com
2026-02-15 03:48:44,440 DEBUG: Initializing EmailService. Key present: True
2026-02-15 03:48:44,440 DEBUG: Key value (first 4): re_c
2026-02-15 03:48:44,440 \u2705 Email service initialized (Resend)
2026-02-15 03:48:44,442 Starting new HTTPS connection (1): api.resend.com:443
2026-02-15 03:48:45,616 https://api.resend.com:443 "POST /emails HTTP/1.1" 403 None
2026-02-15 03:48:45,617 \u274c Failed to send verification email to cors_debug_1771123719@test.com: You can only send testing emails to your own email address (hamzi207@gmail.com). To send emails to other recipients, please verify a domain at resend.com/domains, and change the `from` address to an email using this domain.
2026-02-15 03:48:45,619 Traceback (most recent call last):
  File "D:\SpicedProjects\Projects\productlogik\backend\services\email_service.py", line 562, in send_verification_email
    response = resend.Emails.send(params)
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\emails\_emails.py", line 277, in send
    ).perform_with_content()
      ~~~~~~~~~~~~~~~~~~~~^^
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\request.py", line 44, in perform_with_content
    resp = self.perform()
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\request.py", line 35, in perform
    raise_for_code_and_type(
    ~~~~~~~~~~~~~~~~~~~~~~~^
        code=data.get("statusCode") or 500,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        message=data.get("message", "Unknown error"),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        error_type=data.get("name", "InternalServerError"),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\exceptions.py", line 247, in raise_for_code_and_type
    raise ResendError(
        code=code, message=message, error_type=error_type, suggested_action=""
    )
resend.exceptions.ResendError: You can only send testing emails to your own email address (hamzi207@gmail.com). To send emails to other recipients, please verify a domain at resend.com/domains, and change the `from` address to an email using this domain.

2026-02-15 03:48:45,619 DEBUG: Email sent result: False
2026-02-15 03:48:49,762 Calling on_field_start with no data
2026-02-15 03:48:49,762 Calling on_field_name with data[0:8]
2026-02-15 03:48:49,762 Calling on_field_data with data[9:41]
2026-02-15 03:48:49,762 Calling on_field_end with no data
2026-02-15 03:48:49,762 Calling on_field_start with no data
2026-02-15 03:48:49,762 Calling on_field_name with data[42:50]
2026-02-15 03:48:49,762 Calling on_field_data with data[51:62]
2026-02-15 03:48:49,763 Calling on_field_end with no data
2026-02-15 03:48:49,763 Calling on_end with no data
2026-02-15 03:49:03,619 --- BACKEND STARTING ---
2026-02-15 03:49:03,664 --- BACKEND STARTING ---
2026-02-15 03:49:04,111 DEBUG: Loading auth.py module
2026-02-15 03:49:04,135 DEBUG: Loading auth.py module
2026-02-15 03:49:15,667 DEBUG: Attempting to send verification email to cors_debug_1771123751@test.com
2026-02-15 03:49:15,767 DEBUG: Initializing EmailService. Key present: True
2026-02-15 03:49:15,767 DEBUG: Key value (first 4): re_c
2026-02-15 03:49:15,767 \u2705 Email service initialized (Resend)
2026-02-15 03:49:15,769 Starting new HTTPS connection (1): api.resend.com:443
2026-02-15 03:49:16,472 https://api.resend.com:443 "POST /emails HTTP/1.1" 403 None
2026-02-15 03:49:16,473 \u274c Failed to send verification email to cors_debug_1771123751@test.com: You can only send testing emails to your own email address (hamzi207@gmail.com). To send emails to other recipients, please verify a domain at resend.com/domains, and change the `from` address to an email using this domain.
2026-02-15 03:49:16,475 Traceback (most recent call last):
  File "D:\SpicedProjects\Projects\productlogik\backend\services\email_service.py", line 562, in send_verification_email
    response = resend.Emails.send(params)
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\emails\_emails.py", line 277, in send
    ).perform_with_content()
      ~~~~~~~~~~~~~~~~~~~~^^
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\request.py", line 44, in perform_with_content
    resp = self.perform()
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\request.py", line 35, in perform
    raise_for_code_and_type(
    ~~~~~~~~~~~~~~~~~~~~~~~^
        code=data.get("statusCode") or 500,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        message=data.get("message", "Unknown error"),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        error_type=data.get("name", "InternalServerError"),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Hamza Latif\AppData\Local\Programs\Python\Python313\Lib\site-packages\resend\exceptions.py", line 247, in raise_for_code_and_type
    raise ResendError(
        code=code, message=message, error_type=error_type, suggested_action=""
    )
resend.exceptions.ResendError: You can only send testing emails to your own email address (hamzi207@gmail.com). To send emails to other recipients, please verify a domain at resend.com/domains, and change the `from` address to an email using this domain.

2026-02-15 03:49:16,476 DEBUG: Email sent result: False
2026-02-15 03:49:16,476 \u26a0\ufe0f Email failed to send, but creating user anyway for debugging
2026-02-15 03:49:20,729 Calling on_field_start with no data
2026-02-15 03:49:20,729 Calling on_field_name with data[0:8]
2026-02-15 03:49:20,729 Calling on_field_data with data[9:41]
2026-02-15 03:49:20,729 Calling on_field_end with no data
2026-02-15 03:49:20,729 Calling on_field_start with no data
2026-02-15 03:49:20,729 Calling on_field_name with data[42:50]
2026-02-15 03:49:20,729 Calling on_field_data with data[51:62]
2026-02-15 03:49:20,730 Calling on_field_end with no data
2026-02-15 03:49:20,730 Calling on_end with no data
2026-02-15 03:49:43,143 --- BACKEND STARTING ---
2026-02-15 03:49:43,495 DEBUG: Loading auth.py module
2026-02-15 03:50:02,462 DEBUG: Attempting to send verification email to cors_debug_1771123797@test.com
2026-02-15 03:50:02,567 DEBUG: Initializing EmailService. Key present: True
2026-02-15 03:50:02,567 DEBUG: Key value (first 4): re_c
2026-02-15 03:50:02,567 \u2705 Email service initialized (Resend)
2026-02-15 03:50:02,570 Starting new HTTPS connection (1): api.resend.com:443
